Application Number,Authorization Number,File Number,Interim Licence Number,Authorization Status,Authorization Status Date,Authorization Holder,Authorization Issue Date,Authorization Effective Date,Authorization Expiry Date,Authorization Type,Allocation Purpose,Allocation Classification,Allocation Sub Classification,Allocation Specific Classification,Allocation Point Type,Allocation Status Date,Allocation Number,Allocation Type,Allocation Status,Allocation Priority Number,Allocation Water Body,Allocation Diversion Rate,Allocation Diversion Rate Units,Allocation Diversion Quantity (M3),Allocation Consumptive Use (M3),Allocation Losses (M3),Allocation Return Flow (M3),Allocation Centroid ATS,Allocation Production Interval Upper (M),Allocation Production Interval Lower (M),Allocation Production Well ID,Allocation Irrigable Area (HA),Allocation River Sub Basin Code,Allocation River Sub Basin,Allocation River Basin,Allocation Latitude,Allocation Longitude,Authorization Regulator,Legacy Authorization Number,AuthorizationNumber,PdfHyperlink,DocumentID,PdfFound,PdfSource,LastChecked
33595493,10002570,,,Active,2025-08-07 11:39:04,Tourmaline Oil Corp.,2025-08-07 00:00:00,2025-08-18 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-07 11:39:04,AER0103077,,Active,,,,,,,,,NE-22-040-07-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4606,-114.9144,Alberta Energy Regulator,,10002570,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002570,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:46
33595913,10002601,,,Active,2025-08-13 15:31:17,Lotus Creek Exploration Inc.,2025-08-13 00:00:00,2025-08-06 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-08-13 15:31:17,AER0103101,Surface Water,Active,,Unnamed Lake,0.125,Cubic Metres Per Second,17000.0,17000.0,,,NW-01-041-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.5078,-114.743,Alberta Energy Regulator,,10002601,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002601,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:47
33598626,10002644,,,Active,2025-08-19 14:18:37,Spartan Delta Corp.,2025-08-19 00:00:00,2025-08-19 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-19 14:18:37,AER0103198,,Active,,,,,,,,,SE-15-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7905,-114.3491,Alberta Energy Regulator,,10002644,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002644,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:49
33598626,10002644,,,Active,2025-08-19 14:18:37,Spartan Delta Corp.,2025-08-19 00:00:00,2025-08-19 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-19 14:18:37,AER0103200,,Active,,,,,,,,,SW-26-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8203,-114.3324,Alberta Energy Regulator,,10002644,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002644,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:49
33598626,10002644,,,Active,2025-08-19 14:18:37,Spartan Delta Corp.,2025-08-19 00:00:00,2025-08-19 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-19 14:18:37,AER0103202,,Active,,,,,,,,,NW-19-041-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.5463,-114.5698,Alberta Energy Regulator,,10002644,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002644,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:49
33654368,10002930,,,Active,2025-09-19 14:18:17,Paramount Resources Ltd.,2025-09-19 00:00:00,2025-09-16 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Upstream Hydrostatic Testing & Pipeline Construction & Operation,Point of use,2025-09-19 14:18:17,AER0105415,,Active,,,,,,,,,NW-28-038-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3013,-114.8047,Alberta Energy Regulator,,10002930,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002930,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:59
33658557,10002983,,,Active,2025-09-26 16:15:25,Entrada Resources Inc.,2025-09-26 00:00:00,2025-09-26 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-09-26 16:15:25,AER0105675,,Active,,,,,,,,,SE-05-041-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4991,-114.6764,Alberta Energy Regulator,,10002983,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002983,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:59
33696295,10003206,,,Active,2025-10-24 15:15:03,Highwood Asset Management Ltd.,2025-10-24 00:00:00,2025-10-24 00:00:00,2026-10-22 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-10-24 15:15:03,AER0107473,Groundwater,Active,,Paskapoo Aquifer,450.0,Cubic Metres Per Day,100000.0,100000.0,,,SW-06-043-05-W5,64.6,89.6,1577046,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6756,-114.7188,Alberta Energy Regulator,,10003206,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003206,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:04
33714375,10003300,,,Active,2025-11-06 12:21:15,Spartan Delta Corp.,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-11-06 12:21:15,AER0108498,,Active,,,,,,,,,SE-02-043-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6754,-114.4641,Alberta Energy Regulator,,10003300,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003300,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:06
33719228,10003292,,,Active,2025-11-05 22:09:17,Sifton Petroleum Inc.,2025-11-05 00:00:00,2025-11-01 00:00:00,2026-02-28 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-11-05 22:09:17,AER0108569,Surface Water,Active,,Borrow Pit,0.1,Cubic Metres Per Second,2000.0,2000.0,,,NW-02-043-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6771,-114.6183,Alberta Energy Regulator,,10003292,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003292,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:05
33528918,10002788,,,Active,2025-09-08 14:45:04,Spartan Delta Corp.,2025-09-08 00:00:00,2025-09-08 00:00:00,2026-06-01 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-08 14:45:04,AER0100101,,Active,,,,,,,,,SW-20-041-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.5403,-114.4048,Alberta Energy Regulator,,10002788,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002788,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:53
33540834,10002237,,,Active,2025-06-20 11:48:02,Paramount Resources Ltd.,2025-06-20 00:00:00,2025-06-20 00:00:00,2026-06-09 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-06-20 11:48:02,AER0100439,Surface Water,Active,,Reservoir,0.15,Cubic Metres Per Second,30000.0,30000.0,,,NE-26-040-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4766,-114.4603,Alberta Energy Regulator,,10002237,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002237,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:34
33552551,10002323,,,Active,2025-07-07 13:34:21,Baytex Energy Ltd.,2025-07-07 00:00:00,2025-07-15 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-07-07 13:34:21,AER0101203,,Active,,,,,,,,,NE-31-044-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8378,-114.2775,Alberta Energy Regulator,,10002323,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002323,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:38
33556563,10002303,,,Active,2025-07-03 09:15:59,Paramount Resources Ltd.,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Upstream Hydrostatic Testing & Pipeline Construction & Operation,Point of diversion,2025-07-03 09:15:59,AER0101357,Surface Water,Active,,Dugout,0.1,Cubic Metres Per Second,3000.0,3000.0,,,NE-12-039-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.343,-114.7246,Alberta Energy Regulator,,10002303,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002303,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:37
33586064,10002520,,,Active,2025-07-30 12:31:30,Tourmaline Oil Corp.,2025-07-30 00:00:00,2025-08-01 00:00:00,2026-02-27 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-07-30 12:31:30,AER0102808,,Active,,,,,,,,,SW-36-040-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4836,-114.6006,Alberta Energy Regulator,,10002520,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002520,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:44
33621308,10002735,,,Active,2025-09-02 08:51:00,Parallax Energy Operating Inc.,2025-09-02 00:00:00,2025-09-02 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-02 08:51:00,AER0103977,Surface Water,Active,,Dugout,0.05,Cubic Metres Per Second,2000.0,2000.0,,,NW-19-040-27-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4617,-113.88,Alberta Energy Regulator,,10002735,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002735,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:51
33634645,10002845,,,Active,2025-09-12 16:14:42,Paramount Resources Ltd.,2025-09-12 00:00:00,2025-09-12 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-12 16:14:42,AER0104603,Surface Water,Active,,Medicine River,0.0,Cubic Metres Per Second,0.0,0.0,,,NW-29-040-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4775,-114.4051,Alberta Energy Regulator,,10002845,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002845,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:57
33658517,10002927,,,Active,2025-09-19 11:19:02,Parallax Energy Operating Inc.,2025-09-19 00:00:00,2025-09-19 00:00:00,2025-11-13 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-19 11:19:02,AER0105673,,Active,,,,,,,,,SE-10-038-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2507,-113.9182,Alberta Energy Regulator,,10002927,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002927,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:58
33659981,10002992,,,Active,2025-09-26 17:43:45.000001,Highwood Asset Management Ltd.,2025-09-26 00:00:00,2025-10-01 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-26 17:43:45.000001,AER0105705,Surface Water,Active,,Borrow Pit,0.1,Cubic Metres Per Second,2000.0,2000.0,,,NW-02-043-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6771,-114.618,Alberta Energy Regulator,,10002992,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002992,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:02
33696295,10003206,,,Active,2025-10-24 15:15:03,Highwood Asset Management Ltd.,2025-10-24 00:00:00,2025-10-24 00:00:00,2026-10-22 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-10-24 15:15:03,AER0107475,,Active,,,,,,,,,NW-06-043-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6805,-114.7205,Alberta Energy Regulator,,10003206,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003206,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:04
33714375,10003300,,,Active,2025-11-06 12:21:15,Spartan Delta Corp.,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-11-06 12:21:15,AER0108499,,Active,,,,,,,,,NE-04-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7686,-114.3665,Alberta Energy Regulator,,10003300,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003300,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:06
33719228,10003292,,,Active,2025-11-05 22:09:17,Sifton Petroleum Inc.,2025-11-05 00:00:00,2025-11-01 00:00:00,2026-02-28 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-11-05 22:09:17,AER0108568,Surface Water,Active,,Dugout,0.1,Cubic Metres Per Second,4000.0,4000.0,,,SE-02-043-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6763,-114.6143,Alberta Energy Regulator,,10003292,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003292,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:05
33730321,10003363,,,Active,2025-11-13 17:44:18,Spartan Delta Corp.,2025-11-13 00:00:00,2025-11-13 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Upstream Hydrostatic Testing & Pipeline Construction & Operation,Point of diversion,2025-11-13 17:44:18,AER0109068,Surface Water,Active,,Reservoir,0.125,Cubic Metres Per Second,500.0,500.0,,,SE-02-043-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6744,-114.4692,Alberta Energy Regulator,,10003363,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003363,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:08
33730321,10003363,,,Active,2025-11-13 17:44:18,Spartan Delta Corp.,2025-11-13 00:00:00,2025-11-13 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Upstream Hydrostatic Testing & Pipeline Construction & Operation,Point of use,2025-11-13 17:44:18,AER0109069,,Active,,,,,,,,,NE-02-043-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6822,-114.4659,Alberta Energy Regulator,,10003363,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003363,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:08
33740823,10003442,,,Active,2025-11-21 15:16:48,Yangarra Resources Corp.,2025-11-21 00:00:00,2025-11-24 00:00:00,2026-04-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-11-21 15:16:48,AER0109887,Surface Water,Active,,Dugout,0.15,Cubic Metres Per Second,6000.0,6000.0,,,NW-22-038-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2829,-114.4981,Alberta Energy Regulator,,10003442,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003442,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:08
33551445,10002269,,,Active,2025-06-25 15:11:41,Baytex Energy Ltd.,2025-06-25 00:00:00,2025-06-20 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-06-25 15:11:41,AER0101112,,Active,,,,,,,,,NW-34-044-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8425,-114.2158,Alberta Energy Regulator,,10002269,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002269,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:35
33715255,10002319,,,Active,2025-10-29 16:04:28,Baytex Energy Ltd.,2025-07-07 00:00:00,2025-07-07 00:00:00,2026-06-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-10-29 16:04:28,AER0101164,,Active,,,,,,,,,NE-33-044-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8368,-114.23,Alberta Energy Regulator,,10002319,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002319,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:38
33559142,10002356,,,Active,2025-07-09 16:39:14,Spartan Delta Corp.,2025-07-09 00:00:00,2025-07-16 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-07-09 16:39:14,AER0101490,Surface Water,Active,,Borrow Pit,0.2,Cubic Metres Per Second,12500.0,12500.0,,,NE-01-044-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7656,-114.4378,Alberta Energy Regulator,,10002356,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002356,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:39
33563572,10002430,,,Active,2025-07-21 14:51:37,Baytex Energy Ltd.,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-21 14:51:37,AER0101670,,Active,,,,,,,,,NW-18-044-01-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7945,-114.1436,Alberta Energy Regulator,,10002430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:40
33563572,10002430,,,Active,2025-07-21 14:51:37,Baytex Energy Ltd.,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-21 14:51:37,AER0101673,,Active,,,,,,,,,SW-05-044-01-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7575,-114.1193,Alberta Energy Regulator,,10002430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:40
33573584,10002459,,,Active,2025-07-23 15:35:08,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:35:08,AER0102301,,Active,,,,,,,,,SW-05-044-01-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.758,-114.1193,Alberta Energy Regulator,,10002459,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002459,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:42
33573675,10002458,,,Active,2025-07-23 15:34:14,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:34:14,AER0102326,,Active,,,,,,,,,SW-30-044-01-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8163,-114.1436,Alberta Energy Regulator,,10002458,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002458,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:41
33595468,10002617,,,Active,2025-08-15 11:38:02,Tourmaline Oil Corp.,2025-08-15 00:00:00,2025-08-18 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-08-15 11:38:02,AER0103072,Surface Water,Active,,Dugout,0.15,Cubic Metres Per Second,5000.0,5000.0,,,SW-07-040-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4281,-114.8615,Alberta Energy Regulator,,10002617,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002617,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:48
33595468,10002617,,,Active,2025-08-15 11:38:02,Tourmaline Oil Corp.,2025-08-15 00:00:00,2025-08-18 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-15 11:38:02,AER0103074,,Active,,,,,,,,,NW-07-040-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4296,-114.864,Alberta Energy Regulator,,10002617,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002617,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:48
